,address,city,n_reviews,number_restaurants,rating,restaurant_link,restaurant_name,restaurant_number
608,"Burbank
161 E Orange Grove Ave
Burbank, CA 91502
(818) 558-1199",Studio City,784,5164,4.0,https://www.yelp.com/biz/flavor-of-india-burbank,Flavor of India,859
609,"2080 W El Camino Real
Mountain View, CA 94040
(650) 669-2435",Sunnyvale,44,1830,4.5,https://www.yelp.com/biz/super-tacos-el-conrro-mountain-view-4,Super Tacos El Conrro,990
610,"1401 N Shoreline Blvd
Mountain View, CA 94043
(650) 810-1032",Sunnyvale,14,1830,3.5,https://www.yelp.com/biz/cloud-bistro-mountain-view-3,Cloud Bistro,200
611,"10815 N Wolfe Rd
Cupertino, CA 95014
(408) 320-2323",Sunnyvale,132,1830,4.0,https://www.yelp.com/biz/gogigo-korean-bbq-cupertino,GOGIGO Korean BBQ,400
612,"383 Castro St
Mountain View, CA 94041
(650) 395-8209",Sunnyvale,692,1830,3.5,https://www.yelp.com/biz/bierhaus-mountain-view,Bierhaus,600
613,"2074 Vallco Fashion Park
Cupertino, CA 95014
(408) 253-1221",Sunnyvale,982,1830,3.0,https://www.yelp.com/biz/benihana-cupertino,Benihana,800
614,"202 N Dale Mabry Hwy
Tampa, FL 33609
(813) 350-0500",Tampa,81,2164,3.5,https://www.yelp.com/biz/don-pan-tampa-international-bakery-tampa,Don Pan Tampa International Bakery,133
615,"Located in Armature Works
(813) 693-5473",Tampa,13,2164,3.5,https://www.yelp.com/biz/butcher-n-barbeque-tampa-3,Butcher ‘n’ Barbeque,333
616,"Ybor City
1930 E 7th Ave
Tampa, FL 33605
(813) 304-2041",Tampa,101,2164,4.0,https://www.yelp.com/biz/sundays-delicatessen-tampa,Sunday’s Delicatessen,533
617,"Channelside
615 Channelside Dr
Tampa, FL 33602
(813) 228-6973",Tampa,195,2164,3.5,https://www.yelp.com/biz/precinct-pizza-tampa,Precinct Pizza,733
618,"International
Located in International Plaza and Bay Street
(813) 353-8155",Tampa,130,2164,4.0,https://www.yelp.com/biz/california-pizza-kitchen-at-international-plaza-tampa,California Pizza Kitchen at International Plaza,933
619,"3134 S Mill Ave
Tempe, AZ 85282
(480) 967-3134",Tempe,10,4680,4.5,https://www.yelp.com/biz/caribbean-palm-tempe-tempe-2,Caribbean Palm Tempe,298
620,"2740 S Alma School Rd
Mesa, AZ 85210
(480) 656-4118",Tempe,167,4680,4.5,https://www.yelp.com/biz/soda-bun-thai-food-mesa,Soda Bun Thai Food,498
621,"3401 E Wood St
Phoenix, AZ 85040
(602) 565-9663",Tempe,19,4680,4.0,https://www.yelp.com/biz/cookin-on-wood-phoenix,Cookin On Wood,698
622,"6000 E Camelback Rd
Scottsdale, AZ 85251
(480) 214-8000",Tempe,268,4680,4.0,https://www.yelp.com/biz/j-and-g-steakhouse-scottsdale,J & G Steakhouse,898
623,"333 N Central Ave
Phoenix, AZ 85004
(602) 429-3600",Tempe,220,4680,4.0,https://www.yelp.com/biz/province-urban-kitchen-and-bar-phoenix,Province Urban Kitchen & Bar,108
624,"Harbor Gateway
1631 W Carson St
Torrance, CA 90501
(310) 782-8988",Torrance,219,7059,4.0,https://www.yelp.com/biz/ju-ju-shine-torrance,Ju Ju Shine,370
625,"2301 Rosecrans Ave
El Segundo, CA 90245
(310) 643-6911",Torrance,1178,7059,4.0,https://www.yelp.com/biz/flemings-prime-steakhouse-and-wine-bar-el-segundo-el-segundo,Fleming’s Prime Steakhouse & Wine Bar - El Segundo,570
626,"1555 W Willow St
Long Beach, CA 90810
(562) 427-4800",Torrance,203,7059,4.5,https://www.yelp.com/biz/twins-smoke-house-bbq-long-beach,Twins Smoke House BBQ,770
627,"San Pedro
28150 S Western Ave
San Pedro, CA 90732
(310) 831-7000",Torrance,386,7059,4.0,https://www.yelp.com/biz/jasmine-hana-san-pedro-2,Jasmine Hana,970
628,"3215 Carson St
Lakewood, CA 90712
(562) 421-8917",Torrance,2062,7059,4.5,https://www.yelp.com/biz/i-luv-sushi-lakewood,I Luv Sushi,180
629,"Sewell
5601 E Broadway Blvd
Tucson, AZ 85711
(520) 514-0351",Tucson,33,1504,2.5,https://www.yelp.com/biz/el-pollo-loco-tucson-3,El Pollo Loco,869
630,"St Cyrils
4774 E Grant Rd
Tucson, AZ 85712
(520) 326-1009",Tucson,49,1504,3.5,https://www.yelp.com/biz/chipotle-mexican-grill-tucson-3,Chipotle Mexican Grill,79
631,"Campbell-Grant
2574 N Campbell Ave
Tucson, AZ 85719
(520) 795-2665",Tucson,292,1504,4.5,https://www.yelp.com/biz/frankies-south-philadelphia-cheesesteak-tucson,Frankie’s South Philadelphia Cheesesteak,279
632,"Sam Hughes
2707 E Broadway Blvd
Tucson, AZ 85716
(520) 321-1860",Tucson,395,1504,4.0,https://www.yelp.com/biz/roccos-little-chicago-tucson,Rocco’s Little Chicago,479
633,"6761 E Tanque Verde Rd
Tucson, AZ 85715
(520) 298-2233",Tucson,61,1504,3.5,https://www.yelp.com/biz/bistro-44-tucson,Bistro 44,679
634,"39407 Fremont Blvd
Fremont, CA 94538
(510) 500-5672",Union City,142,2967,4.0,https://www.yelp.com/biz/bongos-fremont,Bongo’s,8
635,"32216 Dyer St
Union City, CA 94587
(510) 768-7333",Union City,96,2967,4.0,https://www.yelp.com/biz/pacific-pourhouse-union-city,Pacific PourHouse,208
636,"579 Floresta Blvd
San Leandro, CA 94578
(510) 878-1887",Union City,263,2967,4.5,https://www.yelp.com/biz/hawaiian-poke-bowl-san-leandro,Hawaiian Poke Bowl,408
637,"2660 Broadway St
Redwood City, CA 94063
(650) 568-9789",Union City,605,2967,3.5,https://www.yelp.com/biz/i-dumpling-redwood-city,I Dumpling,608
638,"2285 W Tennyson Rd
Hayward, CA 94545
(510) 783-1393",Union City,141,2967,4.0,https://www.yelp.com/biz/dairy-belle-freeze-hayward-2,Dairy Belle Freeze,808
639,"2901 Ocean Park Blvd
Santa Monica, CA 90405
(310) 452-4400",Venice,284,3323,4.0,https://www.yelp.com/biz/society-kitchen-santa-monica,Society Kitchen,413
640,"Del Rey
4700 Inglewood Ave
Los Angeles, CA 90230
(310) 503-2062",Venice,93,3323,5.0,https://www.yelp.com/biz/el-taco-toro-los-angeles,El Taco Toro,613
641,"Culver City
6000 Sepulveda Blvd
Culver City, CA 90230
(310) 390-5600",Venice,161,3323,3.5,https://www.yelp.com/biz/stone-oven-culver-city,Stone Oven,813
642,"Venice
205 Ocean Front Walk
Venice, CA 90291
(310) 392-0322",Venice,2,3323,5.0,https://www.yelp.com/biz/the-waterfront-venice-venice-5,The Waterfront Venice,23
643,"Venice
3100 Washington Blvd
Venice, CA 90291
(310) 823-7526",Venice,2574,3323,4.0,https://www.yelp.com/biz/26-beach-restaurant-venice,26 Beach Restaurant,223
644,"1542 Newell Ave
Walnut Creek, CA 94596
(925) 933-0115",Walnut Creek,293,2092,3.0,https://www.yelp.com/biz/oishi-sushi-and-grill-walnut-creek,Oishi Sushi & Grill,514
645,"3141 Crow Canyon Rd
San Ramon, CA 94583
(925) 328-0525",Walnut Creek,21,2092,4.0,https://www.yelp.com/biz/pizza-my-heart-san-ramon,Pizza My Heart,714
646,"14 Canyon Lake Dr
Port Costa, CA 94569
(510) 787-1135",Walnut Creek,2,2092,4.5,https://www.yelp.com/biz/the-dram-shop-port-costa,The Dram Shop,914
647,"1500 Monument Blvd
Oakley, CA 94561
(925) 798-3155",Walnut Creek,20,2092,3.0,https://www.yelp.com/biz/pancho-villa-oakley-2,Pancho Villa,124
648,"2865 Ygnacio Valley Rd
Walnut Creek, CA 94598
(925) 947-4886",Walnut Creek,313,2092,4.0,https://www.yelp.com/biz/toyo-sushi-walnut-creek,Toyo Sushi,324
649,"1308 G St NW
Washington, DC 20005
(202) 809-5565","Washington, DC",897,8101,3.5,https://www.yelp.com/biz/astro-doughnuts-and-fried-chicken-washington,Astro Doughnuts & Fried Chicken,678
650,"Capitol Hill
501 8th St SE
Washington, DC 20003
(202) 543-1445","Washington, DC",70,8101,4.0,https://www.yelp.com/biz/ophelias-fish-house-washington-3,Ophelia’s Fish House,878
651,"5331 Baltimore Ave
Hyattsville, MD 20781
(301) 779-2787","Washington, DC",808,8101,4.0,https://www.yelp.com/biz/busboys-and-poets-hyattsville-hyattsville-2,Busboys and Poets - Hyattsville,88
652,"651 Florida Ave NW
Washington, DC 20001
(202) 986-2079","Washington, DC",410,8101,3.5,https://www.yelp.com/biz/halfsmoke-washington,HalfSmoke,288
653,"Columbia Heights
1424 Park Rd NW
Washington, DC 20010
(202) 813-3489","Washington, DC",466,8101,4.5,https://www.yelp.com/biz/mi-cuba-cafe-washington,Mi Cuba Cafe,488
654,"903 N La Cienega Blvd
West Hollywood, CA 90069
(310) 657-5711",West Hollywood,1046,6185,4.0,https://www.yelp.com/biz/nobu-west-hollywood-3,Nobu,224
655,"Toluca Lake
10151 Riverside Dr
Toluca Lake, CA 91602
(818) 762-4860",West Hollywood,624,6185,4.0,https://www.yelp.com/biz/malbec-argentinean-cuisine-toluca-lake,Malbec Argentinean Cuisine,424
656,"Mid-Wilshire
1048 S La Brea Ave
Los Angeles, CA 90019
(323) 938-8226",West Hollywood,1187,6185,3.5,https://www.yelp.com/biz/trejos-tacos-los-angeles-3,Trejo’s Tacos,624
657,"Koreatown
3525 W 3rd St
Los Angeles, CA 90020
(213) 389-3899",West Hollywood,334,6185,4.5,https://www.yelp.com/biz/dumpling-house-los-angeles-2,Dumpling House,824
658,"Hollywood
7300 W Sunset Blvd
Los Angeles, CA 90046
(323) 512-6077",West Hollywood,665,6185,3.5,https://www.yelp.com/biz/urban-ramen-los-angeles-2,Urban Ramen,34
659,"9071 Santa Monica Blvd
West Hollywood, CA 90069
(310) 275-9444",West Los Angeles,692,1703,3.5,https://www.yelp.com/biz/dan-tanas-west-hollywood,Dan Tana’s,806
660,"Culver City
3835 Main St
Culver City, CA 90232
(310) 559-5222",West Los Angeles,157,1703,3.5,https://www.yelp.com/biz/signature-burger-culver-city-2,Signature Burger,16
661,"West Los Angeles
2321 Westwood Blvd
Los Angeles, CA 90064
(310) 475-4521",West Los Angeles,155,1703,4.0,https://www.yelp.com/biz/matteos-los-angeles,Matteo’s,216
662,"West Los Angeles
11078 Santa Monica Blvd
Los Angeles, CA 90025
(310) 878-2210",West Los Angeles,232,1703,3.5,https://www.yelp.com/biz/berris-pizza-los-angeles-2,Berri’s Pizza,416
663,"Culver City
9400 Culver Blvd
Culver City, CA 90232
(310) 558-9400",West Los Angeles,586,1703,4.0,https://www.yelp.com/biz/the-culver-hotel-bar-and-restaurant-culver-city-2,The Culver Hotel Bar & Restaurant,616
664,"724 Main St
Susanville, CA 96130
(530) 257-7666",Westwood,103,72,4.5,https://www.yelp.com/biz/pioneer-saloon-susanville,Pioneer Saloon,2
665,"6528 Yount St
Yountville, CA 94599
(707) 204-6030",Yountville,252,31,4.0,https://www.yelp.com/biz/lucy-restaurant-and-bar-yountville-2,Lucy Restaurant and Bar,26
